3,,,,,,,,,,,,,,,,Stream #1,,,,,,,,,,,Stream #2,,,,,,,Stream #3,,,,,,
Photonum,SortChem,Old Micronum,Site Name,Date,Sample_Collection_Time_hr,H2O2_start_time_hr,Sample_Depth_m,Water_Depth_m,Water_type,Cond_(uS/cm),pH,Water_cdtns,Wind_speed_kts,Sky_cdtns,NOTES:,C-SCG,C-FISH,C-NA,100-TEM,100-LTR,53-TEM,53-LTR,3-NA,0.22-NA,V-SYBR,V-Cult,Abs/EEM,DOC,BacResp,BacProd,H2O2 snapshot,H2O2 whole,H2O2 filtered,100 µm - EtOH,100 µm - Gly,20 µm - EtOH,20 µm - Gly,.8 µm - EtOH,.8 µm - Gly,.45 µm - virus
E140143,E2014-0092,E2014-0086,WLE4,15-Sep-14,12:20 PM,12:35 PM,DepthINT,8.0,LA,,8.137,M,10.0,R,sprinkling,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
E140144,E2014-0093,E2014-0087,WLE8,15-Sep-14,1:05 PM,1:20 PM,0.1,4.1,LA,,8.466,C,10.0,O,,,,X,,,,,,,,,X,X,,,X,X,X,,,,,,,
E140155,E2014-0094,E2014-int-7,WLE2 Surface,18-Sep-14,10:45 AM,1:56 PM,0.1,,LA,,8.261,M,,S,sortchems 0070 to 0105 were initially labeled differently in stream 1 (and 3?),,X,X,,X,,X,X,X,X,X,X,X,,,X,,,X,X,X,X,X,X,X
E140156,E2014-0095,E2014-int-8,WLE2 Bottom,18-Sep-14,10:50 AM,2:06 PM,4,,LA,,8.311,M,,S,sample depths not recorded - looked at last intensive cruise,,X,X,,X,,X,X,X,X,X,X,X,,,X,,,X,X,X,X,X,X,X
E140157,E2014-0096,E2014-int-9,WLE12 Surface,18-Sep-14,11:47 AM,2:11 PM,0.1,,LA,,8.342,M,,S,,,X,X,,X,,X,X,X,X,X,X,X,,,X,,,X,X,X,X,X,X,X
E140158,E2014-0097,E2014-int-10,WLE12 Bottom,18-Sep-14,11:49 AM,2:18 PM,4,,LA,,8.340,M,,S,sample depths not recorded - looked at last intensive cruise,,X,X,,X,,X,X,X,X,X,X,X,,,X,,,X,X,X,X,X,X,X
E140159,E2014-0098,E2014-int-11,WLE4 Surface,18-Sep-14,12:50 PM,2:24 PM,0.1,8.0,LA,,8.157,C,,S,C-fish sample fell ,,,X,,X,,X,X,X,X,X,X,X,,,X,,,X,X,X,X,X,X,X
E140160,E2014-0099,E2014-int-12,WLE4 Bottom,18-Sep-14,12:51 PM,2:31 PM,7,8.0,LA,,8.151,C,,S,,,X,X,,X,,X,X,X,X,X,X,X,,,X,,,X,X,X,X,X,X,X
E140167,E2014-0100,E2014-0088,WLE2,23-Sep-14,10:10 AM,10:35 AM,DepthINT,4.9,LA,,8.221,C,0-5,N,"surface scum, egg drop soup; sortchems 0070 to 0105 were initially labeled differently in stream 1 (and 3?)",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
E140168,E2014-0101,E2014-0089,WLE6,23-Sep-14,10:55 AM,11:25 AM,0.1,2.3,LA,,8.276,C,0.0,N,surface scum,,,X,,,,,,,,,X,X,,,X,X,X,,,,,,,
E140169,E2014-0102,E2014-0090,WLE12,23-Sep-14,11:40 AM,12:00 PM,DepthINT,5.8,LA,,8.332,C,0.0,N,surface scum,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
E140170,E2014-0103,E2014-0091,WLE13,23-Sep-14,12:20 PM,12:50 PM,0.1,8.1,LA,,8.112,C,0.0,N,no scum,,,X,,,,,,,,,X,X,,,X,X,X,,,,,,,
E140171,E2014-0104,E2014-0092,WLE4,23-Sep-14,1:05 PM,1:20 PM,DepthINT,7.8,LA,,8.264,C,0.0,N,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
E140172,E2014-0105,E2014-0093,WLE8,23-Sep-14,1:50 PM,2:10 PM,0.1,4.0,LA,,8.850,C,0.0,N,suface chunks,,,X,,,,,,,,,X,X,,,X,X,X,,,,,,,
E140173,E2014-0106,E2014-0106,WLE2,29-Sep-14,10:10 AM,10:28 AM,DepthINT,4.0,LA,,8.835,C,0.0,N,super scummy,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
E140174,E2014-0107,E2014-0107,WLE6,29-Sep-14,10:35 AM,10:45 AM,0.1,2.0,LA,,9.250,C,0.0,N,scummy,,,X,,,,,,,,,X,X,,,X,X,X,,,,,,,
E140175,E2014-0108,E2014-0108,WLE12,29-Sep-14,11:20 AM,11:30 AM,DepthINT,5.9,LA,,8.738,C,0.0,F,scummy,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
E140176,E2014-0109,E2014-0109,WLE13,29-Sep-14,11:50 AM,12:04 PM,0.1,8.1,LA,,8.913,C,0.0,N,very scummy,,,X,,,,,,,,,X,X,,,X,X,X,,,,,,,
E140177,E2014-0110,E2014-0110,WLE4,29-Sep-14,12:25 PM,12:35 PM,DepthINT,7.9,LA,,8.578,C,0.0,N,little scum,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
E140178,E2014-0111,E2014-0111,WLE8,29-Sep-14,1:00 PM,1:10 PM,0.1,4.2,LA,,9.328,C,0.0,N,very scummy,,,X,,,,,,,,,X,X,,,X,X,X,,,,,,,
E140179,E2014-0112,,WLE2,6-Oct-14,10:30 AM,2:00 PM,DepthINT,4.7,LA,,8.042,R,10 - 15,L,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
E140180,E2014-0113,,WLE6,6-Oct-14,10:55 AM,2:05 PM,0.1,2.2,LA,,8.679,R,10 -15,L,,,,X,,,,,,,,,X,X,,,X,X,X,,,,,,,
E140181,E2014-0114,,WLE12,6-Oct-14,11:30 AM,2:10 PM,DepthINT,5.9,LA,,7.977,R,10 - 15,L,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
E140182,E2014-0115,,WLE13,6-Oct-14,12:10 PM,2:15 PM,0.1,8.3,LA,,7.974,R,10 - 20,L,,,,X,,,,,,,,,X,X,,,X,X,X,,,,,,,
E140183,E2014-0116,,WLE4,6-Oct-14,12:45 PM,2:20 PM,DepthINT,7.9,LA,,7.987,R,10 - 20,L,filtered 1:50 PM,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
E140184,E2014-0117,,WLE8,6-Oct-14,1:20 PM,2:30 PM,0.1,4.4,LA,,8.332,R,10 - 20,L,filtered 1:52 PM,,,X,,,,,,,,,X,X,,,X,X,X,,,,,,,
E140200,E2014-0118,,WLE2,15-Oct-14,10:15 AM,10:35 AM,DepthINT,5,LA,,8.116,C,10.0,S,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
E140201,E2014-0119,,WLE6,15-Oct-14,10:45 AM,10:57 AM,0.1,2.6,LA,,8.277,C,10.0,S,,,,X,,,,,,,,,X,X,,,X,X,X,,,,,,,
E140202,E2014-0120,,WLE12,15-Oct-14,11:20 AM,11:35 AM,DepthINT,5.7,LA,,8.022,C,10.0,S,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
E140203,E2014-0121,,WLE13,15-Oct-14,11:47 AM,12:05 PM,0.1,8.3,LA,,8.023,C,10.0,S,,,,X,,,,,,,,,X,X,,,X,X,X,,,,,,,
E140204,E2014-0122,,WLE4,15-Oct-14,12:20 PM,12:35 PM,DepthINT,8,LA,,8.093,C,10.0,S,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
E140205,E2014-0123,,WLE8,15-Oct-14,12:55 PM,1:10 PM,0.1,4,LA,,8.653,C,5 - 10,L,,,,X,,,,,,,,,X,X,,,X,X,X,,,,,,,
E140206,E2014-0124,,WLE2,20-Oct-14,10:20 AM,10:40 AM,DepthINT,4.8,LA,,8.042,R,10 - 20,L,sprinkling,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
E140207,E2014-0125,,WLE6,20-Oct-14,10:50 AM,11:05 AM,0.1,2.3,LA,,8.326,R,10 - 20,L,,,,X,,,,,,,,,X,X,,,X,X,X,,,,,,,
E140208,E2014-0126,,WLE12,20-Oct-14,11:20 AM,11:35 AM,DepthINT,5.6,LA,,7.983,R,10 - 20,L,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
E140209,E2014-0127,,WLE13,20-Oct-14,11:45 AM,1:10 PM,0.1,8.2,LA,,7.951,R,10 - 20,S,"filtered at station, pH at dock",,,X,,,,,,,,,X,X,,,X,X,X,,,,,,,
E140210/218,E2014-0128,,WLE4,20-Oct-14,12:20 PM,1:25 PM,DepthINT,7.7,LA,,7.979,R,15 - 20,L,everything done at dock; did not take 53 um samples because nothing there; 3um filter broke so repeated 3um and .22 um filtering back at lab at 3:55 and kept both samples,X,X,X,X,X,NO,NO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
E140211,E2014-0129,,WLE8,20-Oct-14,12:50 PM,1:35 PM,0.1,4.2,LA,,8.311,R,10 - 20,L,everything done at dock,,,X,,,,,,,,,X,X,,,X,X,X,,,,,,,
E140212,E2014-0130,,WLE2,27-Oct-14,10:20 AM,,DepthINT,5,LA,,.,M,10 - 20,L,"No pH taken, H2O2 prepartion done at Cory Lab; V-sybr sample is stuck in dewar, hasnt come out yet",X,X,X,X,X,X,X,X,X,Stuck in dewar,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
E140213,E2014-0131,,WLE6,27-Oct-14,11:00 AM,,0.1,2.6,LA,,.,M,10 - 15,S,"No pH taken, H2O2 prepartion done at Cory Lab",,,X,,,,,,,,,X,X,,,X,X,X,,,,,,,
E140214,E2014-0132,,WLE12,27-Oct-14,11:30 AM,,DepthINT,6,LA,,.,M,10 - 15,L,"No pH taken, H2O2 prepartion done at Cory Lab",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
E140215,E2014-0133,,WLE13,27-Oct-14,12:10 PM,,0.1,8.5,LA,,.,M,10 - 20,L,"No pH taken, H2O2 prepartion done at Cory Lab",,,X,,,,,,,,,X,X,,,X,X,X,,,,,,,
E140216,E2014-0134,,WLE4,27-Oct-14,12:40 PM,,DepthINT,8.4,LA,,.,M,10 - 20,S,"No pH taken, H2O2 prepartion done at Cory Lab; filter broke in pump, so 3um, .22 um, v-sybr, and vcult were taken back at the dock after casing was cleaned",X,X,X,X,X,NO,NO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
E140217,E2014-0135,,WLE8,27-Oct-14,1:25 PM,,0.1,4.6,LA,,.,M,10 - 20,S,"No pH taken, H2O2 prepartion done at Cory Lab",,,,,,,,,,,,X,X,,,X,X,X,,,,,,,
E140219,E2014-0136,,WLE2,3-Nov-14,10:56 AM,,DepthINT,4.6,LA,,.,R,15 - 20,N,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
E140220,E2014-0137,,WLE6,3-Nov-14,11:38 AM,,0.1,2.6,LA,,.,R,15 - 20,N,,,,,,,,,,,,,X,X,,,X,X,X,,,,,,,
E140221,E2014-0138,,WLE12,3-Nov-14,12:40 PM,,DepthINT,5.7,LA,,.,R,15 - 20,N,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
,E2014-0139,,NOT COLLECTED,.,.,.,.,.,.,,.,.,.,.,rough conditions - did not collect sites WLE4 or WLE13,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0140,,NOT COLLECTED,.,.,.,.,.,.,,.,.,.,.,rough conditions - did not collect sites WLE4 or WLE13,,,,,,,,,,,,,,,,,,,,,,,,,
E140222,E2014-0141,,WLE8,3-Nov-14,1:12 PM,,0.1,4.1,LA,,.,R,15 - 20,N,,,,,,,,,,,,,X,X,,,X,X,X,,,,,,,
,E2014-0142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-0307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
